,raw_name,label,pre_class_win0,pre_class_win1,pre_class_win2,pre_class_win3,pre_class_win4,pre_class_win5,pre_class_win6,pre_class_win7,pre_class_win8,pre_class_win9,pre_class_win10,pre_class_win11,pre_class_win12,pre_class_win13,pre_class_win14,pre_class_win15,pre_class_win16,pre_class_win17,pre_class_win18,pre_class_win19,pre_class_win20,pre_class_win21,pre_class_win22,pre_class_win23,pre_class_win24,pre_prob_win0,pre_prob_win1,pre_prob_win2,pre_prob_win3,pre_prob_win4,pre_prob_win5,pre_prob_win6,pre_prob_win7,pre_prob_win8,pre_prob_win9,pre_prob_win10,pre_prob_win11,pre_prob_win12,pre_prob_win13,pre_prob_win14,pre_prob_win15,pre_prob_win16,pre_prob_win17,pre_prob_win18,pre_prob_win19,pre_prob_win20,pre_prob_win21,pre_prob_win22,pre_prob_win23,pre_prob_win24,label
130,B20180924sunyt_TPD_DIA_vb8_5_1_350_1800_M,M,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,0.004160235,0.22476782,0.22810237,0.15443155,7.52E-05,0.15379661,6.40E-05,0.34380043,0.06246265,0.000516165,0.11703667,3.48E-05,0.71711737,0.004108148,0.00086236,0.016738016,0.16806209,0.12283178,0.003811902,8.68E-06,0.000170379,0.00831055,3.56E-06,0.99294585,0.009534357,1
131,B20180808sunyt_TPD_DIA_b10_12_1_350_1800_B,B,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,0.000857497,0.81959033,0.33799025,0.140462,3.48E-05,0.13489057,0.002416981,0.07964514,0.35613546,0.000221556,0.10755225,0.07478091,8.77E-05,0.010322933,0.965601,0.0442684,0.37100533,0.34076864,0.013748539,0.000101556,1.92E-05,0.000568745,4.83E-06,4.18E-06,0.72022885,0
132,B20180805sunyt_TPD_DIA_b1_10_1_350_1800_B,B,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.005840268,0.01997708,0.1434147,0.5061954,9.24E-06,0.0589271,4.19E-05,0.029629435,0.000512265,8.74E-06,0.001228997,5.41E-06,0.00012193,0.001406961,6.25E-06,0.001726949,0.1153399,0.015462545,0.010695796,5.04E-06,2.01E-05,0.000131698,4.45E-05,7.43E-06,5.29E-05,0
133,B20180825sunyt_TPD_DIA_b30_5_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,0.051700562,0.15485013,0.17898425,0.46291295,0.003507718,0.21642487,0.3627959,0.08223822,0.023448316,0.01721244,0.050110992,0.004887066,0.002297491,0.087706774,0.009956536,0.00681386,0.3833584,0.024415476,0.010955877,0.103059225,0.9623962,0.00669164,0.000581026,1.55E-05,0.004750941,0
134,A20180930sunyt_TPD_DIA_vb21_14_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000181565,0.3908933,0.20935309,0.17406619,0.21334344,0.34127355,0.000146868,0.46747395,0.14337526,1.77E-05,0.003506698,0.18318611,0.002356154,0.07356622,8.92E-05,0.43531376,0.36790776,0.015479917,0.06802174,2.59E-06,0.013042723,0.002001283,8.74E-05,0.005059941,0.1335637,0
135,A20180921sunyt_TPD_DIA_vb6_12_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.018240953,0.10991455,0.21117833,0.24123025,5.30E-06,0.15942751,0.019861216,0.3251682,0.013883421,0.04948916,0.48452517,3.03E-05,0.000485698,0.006858962,0.013691589,0.019369856,0.47678414,0.048411544,0.026102217,9.31E-05,0.000454496,0.048520587,0.000876835,0.000497371,0.000861713,0
136,B20180617sunyt_TPD_DIA_b46_12_1_350_1800_M,M,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,0.9615477,0.9708793,0.9611863,0.76034874,0.9999924,0.96189076,0.9994568,0.9951385,0.9953359,0.9999933,0.9950629,0.9999924,0.9999876,0.9826492,0.9999502,0.99637586,0.95470595,0.9988092,0.99963915,0.9999515,0.99997246,0.9996238,0.9999987,0.99995494,0.99980587,1
137,B20181008sunyt_TPD_DIA_vb31_1_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.015099906,0.37243277,0.32212213,0.20972617,3.52E-06,0.39226702,0.001706532,0.49438253,0.02716961,0.029759951,0.12354751,2.25E-05,0.000339966,0.002677184,0.001440648,0.04051006,0.30204582,0.020103691,0.006328845,2.87E-05,5.24E-05,0.001496126,0.00425368,3.34E-05,0.001773299,0
138,B20180814sunyt_TPD_DIA_b62_8_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000266368,0.091972195,0.0943948,0.033260167,1.93E-05,0.03712274,0.000212112,0.028813183,0.004426522,2.99E-05,0.003328853,5.71E-06,0.000213427,0.030346457,0.002173656,0.028061599,0.038578838,0.0157348,0.000628201,0.000563613,2.45E-05,0.001422526,0.000133017,3.22E-05,0.012527613,0
139,B20180731sunyt_TPD_DIA_b82_6_1_350_1800_M,M,Benign,Malignant,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,Malignant,Benign,Benign,Benign,Benign,Malignant,Malignant,Benign,Benign,Benign,Benign,Malignant,0.000235022,0.5779801,0.22042729,0.075192034,0.8749526,0.16074194,4.18E-05,0.026023325,0.000675135,0.00071598,0.001913497,0.96793115,0.004591034,0.6433585,0.001324595,0.016227197,0.1304979,0.123669006,0.52907556,0.58070475,6.01E-06,0.000278587,3.96E-06,2.85E-05,0.9747785,1
140,C20181001sunyt_TPD_DIA_vb28_9_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000607338,0.15713966,0.1353928,0.19535244,0.001462806,0.3772561,0.000323641,0.0477381,0.019292625,0.001707693,0.002169492,0.000865734,0.013160624,0.015062396,9.34E-05,0.3281389,0.27587533,0.09458946,0.3659631,0.001560174,3.33E-06,0.000885232,4.34E-06,3.26E-06,0.000438867,0
141,B20180730sunyt_TPD_DIA_b75_14_1_350_1800_M,M,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,0.9655029,0.9662162,0.85490865,0.7254789,0.9999951,0.9427062,0.99703455,0.96654296,0.9923988,0.9988042,0.867897,0.9993849,0.9997918,0.99633527,0.99992716,0.95079786,0.9700346,0.99447834,0.99925953,0.99966013,0.6152689,0.5957743,0.99999666,0.99993956,0.99986255,1
142,B20180926sunyt_TPD_DIA_vb15_9_1_350_1800_M,M,Benign,Benign,Malignant,Benign,Malignant,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Malignant,Malignant,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,0.2428033,0.20139404,0.52287567,0.48918274,0.86371934,0.31162778,0.005448988,0.61558765,0.006080035,0.000100867,0.1849606,3.17E-06,0.907982,0.21179569,0.002894546,0.000920239,0.5347006,0.7720627,0.05198025,6.87E-05,0.038142554,0.002256753,8.69E-05,0.80386454,0.018905468,1
143,A20180929sunyt_TPD_DIA_vb18_10_1_350_1800_M,M,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Benign,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,0.7905455,0.84484524,0.84850174,0.70232975,0.99999416,0.81803095,0.99160165,0.9465669,0.4738534,0.99998343,0.9858279,0.9999863,0.9999912,0.9970578,0.99948406,0.6825953,0.9728501,0.997502,0.9992192,0.9999291,0.9999263,0.9979552,0.9900919,0.99922645,0.9999478,1
144,B20180808sunyt_TPD_DIA_b70_5_1_350_1800_M,M,Malignant,Benign,Malignant,Malignant,Malignant,Benign,Malignant,Benign,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Benign,Malignant,Malignant,Malignant,Malignant,0.94992614,0.40424004,0.7960753,0.71410996,0.87322235,0.4255384,0.98970604,0.43619242,0.8910899,0.9999931,0.5880883,0.9999459,0.987959,0.9903572,0.9897266,0.96171004,0.92605805,0.9922816,0.55720437,0.99989486,0.048563357,0.720747,0.9272363,0.9997068,0.9999448,1
145,B20180723sunyt_TPD_DIA_b79_2_1_350_1800_M,M,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,0.99619174,0.90958375,0.94872046,0.7639138,0.9999989,0.9576748,0.9996389,0.9947358,0.9979109,0.99999094,0.99814963,0.99994564,0.9999753,0.9965384,0.9999726,0.9981035,0.9743849,0.99944896,0.9991567,0.9999894,0.9999809,0.9995958,0.9999958,0.9999839,0.9999913,1
146,B20181006sunyt_TPD_DIA_vb34_3_1_350_1800_B,B,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Malignant,Malignant,Benign,Benign,Malignant,Benign,Malignant,Benign,Benign,Malignant,Benign,Benign,Malignant,0.02007421,0.1243683,0.7208116,0.3332826,0.3017397,0.46392235,0.011142138,0.24040894,0.839688,0.033726744,0.27170706,0.000213068,0.8505755,0.5278515,0.34621656,0.42156926,0.7807085,0.08322212,0.9993672,0.26930764,0.10033733,0.8584871,0.09044236,0.003299463,0.9999033,0
147,B20181003sunyt_TPD_DIA_vb27_5_1_350_1800_M,M,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.011897655,0.07131021,0.25436047,0.15272872,1.01E-05,0.32436824,0.000123858,0.2581319,0.001322463,4.25E-05,0.007006684,5.65E-05,0.001212742,0.0014895,4.55E-05,0.08584794,0.08821946,0.05570294,0.15205783,0.000106306,0.06900349,0.000337613,8.50E-07,0.001044276,0.000127225,1
148,B20180724sunyt_TPD_DIA_b80_11_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.005324363,0.0665878,0.15891042,0.12154919,4.56E-06,0.07604541,0.000569179,0.028444296,0.011535879,1.28E-05,0.057315357,7.72E-06,4.08E-05,0.054359585,0.000980136,0.00444914,0.1342591,0.015566877,0.20786186,6.15E-06,9.57E-06,0.001844717,3.66E-06,1.51E-05,5.52E-06,0
149,B20180617sunyt_TPD_DIA_b46_11_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000137082,0.009868242,0.03486884,0.033983283,4.36E-05,0.022188844,6.32E-05,0.01995152,0.000714041,9.77E-06,0.001769756,2.64E-05,2.26E-05,0.000876524,1.54E-06,0.002732006,0.04531191,0.002179971,0.004409025,1.00E-05,1.55E-06,0.000345868,1.68E-06,3.95E-06,5.10E-06,0
150,B20181005sunyt_TPD_DIA_vb33_1_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.001703431,0.13727464,0.12025772,0.17010848,3.36E-06,0.06892835,2.84E-05,0.11199653,0.01476593,3.60E-05,0.003907237,0.002801585,0.000301926,0.000657408,1.02E-05,0.004813299,0.30321673,0.003307958,0.004579671,1.25E-05,1.36E-05,0.14628962,1.26E-06,1.81E-05,1.18E-05,0
151,B20180825sunyt_TPD_DIA_b9_9_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000237664,0.06423356,0.044430077,0.071191795,1.14E-05,0.05077644,0.000741084,0.034656197,0.005372255,3.76E-05,0.01759466,0.00057771,0.000407484,0.000894893,1.07E-05,0.003766566,0.061156295,0.023554012,0.05852275,0.000215463,7.15E-05,0.001308853,5.83E-05,5.43E-06,2.91E-05,0
152,B20181003sunyt_TPD_DIA_vb27_3_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.007850487,0.09273288,0.19157639,0.20390143,1.57E-05,0.22003101,0.000170158,0.1370975,0.0158738,4.96E-06,0.01044339,0.000523026,3.32E-05,0.000477748,2.49E-05,0.003658195,0.13014275,0.049512703,0.023003228,3.16E-05,0.028111307,0.001584628,0.06719396,0.000961322,0.009367725,0
153,B20181010sunyt_TPD_DIA_vb31_6_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,0.00514083,0.024807235,0.18096785,0.13244432,4.38E-06,0.23418358,0.000177467,0.0782341,0.005372925,0.000330848,0.008733425,0.000361816,0.005967492,0.3505312,5.09E-06,0.009824529,0.4089397,0.030809926,0.000801568,1.89E-05,8.67E-06,0.000968234,1.98E-05,3.23E-05,0.76932013,0
154,B20180801sunyt_TPD_DIA_b83_14_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000233719,0.18750452,0.085401826,0.05902027,6.54E-05,0.047384474,6.01E-05,0.014637318,0.000753579,8.04E-06,0.001631171,3.26E-06,0.000371457,0.00283131,0.002701306,0.003065083,0.05844879,0.014050198,0.11232119,4.86E-06,5.17E-05,0.000401135,6.57E-05,2.43E-05,4.68E-05,0
155,B20180730sunyt_TPD_DIA_b75_1_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000265025,0.095919296,0.115762986,0.13071533,0.005366884,0.048815936,0.000387024,0.09142729,0.010842273,0.000178211,0.002737299,6.70E-05,0.000126848,0.003417206,3.25E-05,0.001500274,0.26368845,0.03989421,0.002952575,9.41E-06,6.05E-06,0.001284632,5.02E-06,2.08E-05,5.13E-05,0
156,B20180730sunyt_TPD_DIA_b75_8_1_350_1800_M,M,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Benign,Benign,Benign,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Benign,0.99201465,0.96586335,0.647295,0.6769054,0.99991333,0.94357306,0.9983765,0.62960273,0.9223376,0.99984443,0.4702974,0.00936603,0.004072493,0.98633295,0.99997616,0.72934186,0.7979118,0.9450731,0.9094524,0.99919933,0.96367735,0.9886798,0.96366453,0.99991107,0.1323884,1
157,A20180920sunyt_TPD_DIA_vb5_2_1_350_1800_M,M,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Malignant,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Malignant,Benign,Malignant,Benign,Malignant,Malignant,Benign,Malignant,0.4968889,0.18104321,0.24182075,0.2839644,0.001703735,0.33709493,0.9793062,0.18416119,0.038891394,0.52363986,0.12707546,0.001664008,0.84384567,0.01121075,0.001031782,0.06778096,0.45607,0.9511714,0.17967188,0.99517125,0.4316138,0.81226426,0.52949727,0.2230739,0.9977428,1
158,B20180926sunyt_TPD_DIA_vb15_5_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.019576572,0.22759132,0.33883783,0.31568587,0.239278,0.30850232,0.00147472,0.11557842,0.010958729,0.20874983,0.9125175,0.017302707,0.014169303,0.00501904,0.19998017,0.03606508,0.44915822,0.04144838,0.002324044,0.000427353,0.15089124,0.000421416,7.17E-05,0.000816654,0.000121528,0
159,C20180925sunyt_TPD_DIA_vb17_4_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000234267,0.109513834,0.05710135,0.14579055,1.18E-05,0.040820222,0.000202714,0.2396817,0.005908716,0.000446326,0.013367355,0.000417972,5.98E-05,0.008209212,5.28E-06,0.08977075,0.09111805,0.008116988,0.043000404,1.78E-05,1.98E-05,0.000813398,3.49E-06,2.45E-05,7.66E-06,0
160,B20180721sunyt_TPD_DIA_b78_9_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000629998,0.04907894,0.100247025,0.058046464,1.66E-06,0.03180951,0.000160793,0.012166582,0.034807526,0.007860302,0.007921458,1.39E-05,9.22E-06,0.009719968,9.38E-06,0.005238507,0.06541137,0.031064035,0.013186201,8.33E-05,4.47E-06,0.000132903,2.54E-06,1.51E-05,1.50E-05,0
161,C20181003sunyt_TPD_DIA_vb30_11_1_350_1800_M,M,Malignant,Malignant,Benign,Benign,Benign,Malignant,Malignant,Malignant,Malignant,Malignant,Benign,Malignant,Benign,Benign,Malignant,Malignant,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Malignant,0.9829276,0.87473416,0.43687063,0.35514176,0.00276481,0.5146075,0.6199566,0.52537715,0.918047,0.99937505,0.41390818,0.981198,0.000828358,0.20276454,0.99949,0.698157,0.46288663,0.22343957,0.5412702,1.58E-05,0.002093572,0.021083504,0.001950117,0.000287874,0.58298194,1
162,C20180925sunyt_TPD_DIA_vb17_13_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000320247,0.12623952,0.06808334,0.09767753,0.0001022,0.04661055,0.001174415,0.2409705,0.06586072,0.003024302,0.005526874,0.004107563,0.015681377,0.14258899,0.000378158,0.25736633,0.09822701,0.028439155,0.07774031,9.03E-05,0.000199208,0.00094619,7.82E-06,0.000661731,6.93E-06,0
163,B20180923sunyt_TPD_DIA_vb7_2_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.002077236,0.043692417,0.27631515,0.16737022,0.000556997,0.22246881,0.000144124,0.054009803,0.018003331,8.69E-05,0.030651482,0.001054605,2.09E-05,0.06092595,0.013129029,0.014076551,0.22484718,0.37249237,0.08743595,0.005332759,0.00160217,0.11942863,2.84E-05,0.001105131,2.24E-05,0
164,C20180917sunyt_TPD_DIA_vb1_1_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000186227,0.01960642,0.05346729,0.070354015,1.76E-05,0.028782835,8.01E-05,0.008695118,0.001038785,5.76E-06,0.001894904,2.66E-05,2.32E-05,0.00050284,7.50E-06,0.011006805,0.08550555,0.005221503,0.05397032,5.54E-06,4.37E-05,0.005763467,1.60E-06,1.35E-05,6.61E-06,0
165,B20181006sunyt_TPD_DIA_vb34_6_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,0.04127197,0.068776004,0.17407715,0.2833036,0.0446586,0.38539487,0.000991002,0.2372027,0.046830203,0.999305,0.01061344,0.016717019,0.000149322,0.20516671,0.001334521,0.013842217,0.29832697,0.09626433,0.9903391,0.001322245,1.84E-05,0.002125029,7.12E-05,0.001770002,0.00231129,0
166,A20180906sunyt_TPD_DIA_b34_14_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.002510936,0.12493304,0.23476064,0.17977667,7.70E-06,0.22366041,0.000457374,0.17202047,0.04304843,6.33E-05,0.014297921,0.000160672,1.74E-05,0.07230234,0.000308058,0.001682883,0.24681091,0.014815304,0.003705571,3.92E-06,2.18E-05,0.000465336,5.21E-06,0.001219189,0.09178538,0
167,B20180801sunyt_TPD_DIA_b83_1_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.000149967,0.025673151,0.1846229,0.068903014,5.77E-05,0.027178625,5.90E-05,0.03590509,0.010738926,9.28E-06,0.002087642,3.41E-06,1.66E-05,0.004465453,3.20E-06,0.005296149,0.12054516,0.026211096,0.17216907,4.48E-05,3.92E-05,0.000236043,1.82E-06,2.52E-06,0.01508689,0
168,B20181001sunyt_TPD_DIA_vb25_9_1_350_1800_M,M,Benign,Benign,Benign,Malignant,Malignant,Malignant,Benign,Malignant,Malignant,Malignant,Malignant,Benign,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Benign,Malignant,Malignant,Malignant,Malignant,Benign,0.37795484,0.34662294,0.35446498,0.6833742,0.99995553,0.85452133,0.002912033,0.9772192,0.81280273,0.94629437,0.9257255,0.012900566,0.5237743,0.99337316,0.99995196,0.68758076,0.9722334,0.90030336,0.99015754,0.09847783,0.67971957,0.77100235,0.7838937,0.998281,0.003173027,1
169,B20180923sunyt_TPD_DIA_vb7_12_1_350_1800_B,B,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.001639957,0.100336574,0.2935956,0.15121128,2.15E-05,0.08886175,0.000163962,0.11284791,0.010271991,0.000244722,0.017740944,3.61E-06,7.38E-05,0.018562889,1.81E-05,0.001402451,0.07532871,0.11789371,0.000574381,5.34E-06,4.14E-06,0.002084266,1.42E-06,0.000124316,3.62E-05,0
170,B20180619sunyt_TPD_DIA_b52_3_1_350_1800_B,B,Benign,Benign,Malignant,Benign,Benign,Malignant,Malignant,Benign,Malignant,Benign,Benign,Benign,Benign,Malignant,Malignant,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,0.034535594,0.29986635,0.61768603,0.44617853,0.09056802,0.8092623,0.72854453,0.2801341,0.79141885,0.00761758,0.1992633,0.44883278,0.04388937,0.9800857,0.99965787,0.21978581,0.92173713,0.45246866,0.055069365,0.12282104,4.52E-05,0.4088085,0.009627031,0.002010403,0.99982053,0
171,B20180825sunyt_TPD_DIA_b80_10_1_350_1800_B,B,Benign,Benign,Benign,Malignant,Malignant,Malignant,Benign,Benign,Benign,Malignant,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Malignant,Malignant,Malignant,Malignant,Malignant,0.0774317,0.269449,0.38697505,0.60135543,0.99979156,0.7526791,0.38620967,0.24457826,0.13902502,0.99962616,0.41439518,0.12343082,0.83274364,0.048902396,0.27134207,0.25994572,0.33113578,0.45443264,0.061608955,0.000211514,0.998511,0.9499504,0.9970452,0.995288,0.99090147,0
172,B20181005sunyt_TPD_DIA_vb33_14_1_350_1800_M,M,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,0.981232,0.962318,0.5526204,0.76332414,0.9999974,0.5754344,0.9995117,0.99322,0.97365713,0.99999,0.99845207,0.9999956,0.99886715,0.9972338,0.99991107,0.98520374,0.9406918,0.995174,0.99920017,0.9999882,0.99998486,0.9991072,0.9999789,0.9999597,0.99997234,1
173,B20180731sunyt_TPD_DIA_b82_13_1_350_1800_B,B,Benign,Malignant,Malignant,Malignant,Malignant,Malignant,Benign,Malignant,Benign,Malignant,Benign,Benign,Benign,Malignant,Benign,Benign,Malignant,Benign,Benign,Benign,Benign,Benign,Benign,Benign,Benign,0.11120024,0.8829307,0.8380962,0.7225205,0.9987178,0.81096375,0.002780588,0.5959152,0.16438687,0.9966703,0.17184815,0.08050609,0.000226846,0.62860775,0.38770267,0.17704706,0.5749026,0.29214138,0.009149807,0.004934076,0.005241399,0.033124335,0.0562233,0.013989841,0.051910624,0
174,B20180802sunyt_TPD_DIA_b84_13_1_350_1800_M,M,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,Malignant,0.98176414,0.85431755,0.8546792,0.79126644,0.9999964,0.89886236,0.99924695,0.7571253,0.99793833,0.99996126,0.8880903,0.999884,0.999974,0.9960467,0.99994195,0.99318576,0.9677926,0.99808586,0.9902569,0.9999665,0.99997854,0.99955446,0.9999993,0.9999938,0.99579155,1
